protein_1,protein_2,label
511145.b0724,511145.b1611,1
511145.b3250,511145.b3251,1
511145.b2474,511145.b3311,1
511145.b1749,511145.b2961,1
511145.b3194,511145.b3195,1
511145.b0098,511145.b3464,1
511145.b1109,511145.b2286,1
511145.b0912,511145.b2755,1
511145.b0199,511145.b2200,1
511145.b0023,511145.b3987,1
511145.b0698,511145.b3201,1
511145.b1922,511145.b3988,1
511145.b3317,511145.b3702,1
511145.b0436,511145.b3318,1
511145.b2400,511145.b3309,1
511145.b3296,511145.b4161,1
511145.b3703,511145.b3987,1
511145.b0399,511145.b3725,1
511145.b0089,511145.b0095,1
511145.b0197,511145.b0864,1
511145.b3295,511145.b3357,1
511145.b0151,511145.b0152,1
511145.b0697,511145.b3452,1
511145.b0095,511145.b0102,1
511145.b2185,511145.b3168,1
511145.b3590,511145.b4203,1
511145.b0857,511145.b0886,1
511145.b0711,511145.b0713,1
511145.b0869,511145.b2285,1
511145.b3308,511145.b4391,1
511145.b2529,511145.b2810,1
511145.b3168,511145.b3186,1
511145.b0861,511145.b0864,1
511145.b0094,511145.b1090,1
511145.b3168,511145.b3986,1
511145.b3294,511145.b3988,1
511145.b1612,511145.b2976,1
511145.b2699,511145.b2820,1
511145.b2733,511145.b3701,1
511145.b0014,511145.b1000,1
511145.b2286,511145.b4154,1
511145.b2678,511145.b3201,1
511145.b3230,511145.b3987,1
511145.b1858,511145.b2678,1
511145.b0545,511145.b4203,1
511145.b0023,511145.b2784,1
511145.b0101,511145.b2231,1
511145.b3287,511145.b3319,1
511145.b0153,511145.b1125,1
511145.b0680,511145.b3305,1
511145.b2280,511145.b2484,1
511145.b2195,511145.b4136,1
511145.b1207,511145.b3752,1
511145.b0436,511145.b4143,1
511145.b1719,511145.b3231,1
511145.b1922,511145.b1945,1
511145.b0098,511145.b3305,1
511145.b0197,511145.b2201,1
511145.b1126,511145.b3451,1
511145.b0886,511145.b1126,1
511145.b2178,511145.b2180,1
511145.b2533,511145.b3295,1
511145.b1913,511145.b3811,1
511145.b2500,511145.b2557,1
511145.b2557,511145.b4005,1
511145.b0862,511145.b0864,1
511145.b0997,511145.b3836,1
511145.b0089,511145.b0090,1
511145.b2675,511145.b2676,1
511145.b0198,511145.b0914,1
511145.b0945,511145.b3844,1
511145.b3307,511145.b3486,1
511145.b1680,511145.b2529,1
511145.b3306,511145.b3590,1
511145.b2474,511145.b3297,1
511145.b2609,511145.b3486,1
511145.b0197,511145.b0698,1
511145.b1099,511145.b3701,1
511145.b1612,511145.b4014,1
511145.b0886,511145.b2678,1
511145.b2281,511145.b2284,1
511145.b0095,511145.b2516,1
511145.b0060,511145.b0231,1
511145.b0773,511145.b3294,1
511145.b1803,511145.b2286,1
511145.b0098,511145.b3300,1
511145.b0736,511145.b0737,1
511145.b3202,511145.b3295,1
511145.b0098,511145.b0407,1
511145.b0724,511145.b4122,1
511145.b0098,511145.b3185,1
511145.b0856,511145.b3201,1
511145.b2731,511145.b4172,1
511145.b0177,511145.b2617,1
511145.b0886,511145.b2200,1
511145.b1941,511145.b3731,1
511145.b0470,511145.b4052,1
511145.b0545,511145.b3186,1
511145.b3983,511145.b3988,1
511145.b0177,511145.b0957,1
511145.b3590,511145.b4202,1
511145.b0161,511145.b0178,1
511145.b2278,511145.b2286,1
511145.b2533,511145.b3982,1
511145.b1183,511145.b4259,1
511145.b3230,511145.b3486,1
511145.b3701,511145.b4170,1
511145.b0779,511145.b4170,1
511145.b0168,511145.b3287,1
511145.b0545,511145.b3294,1
511145.b0698,511145.b4261,1
511145.b0106,511145.b2950,1
511145.b0095,511145.b0634,1
511145.b0773,511145.b3984,1
511145.b0429,511145.b0733,1
511145.b3935,511145.b4059,1
511145.b0545,511145.b2609,1
511145.b1719,511145.b3301,1
511145.b0383,511145.b3609,1
511145.b2751,511145.b2762,1
511145.b2573,511145.b3295,1
511145.b0887,511145.b1124,1
511145.b3019,511145.b3973,1
511145.b0634,511145.b3250,1
511145.b0653,511145.b0655,1
511145.b2609,511145.b3590,1
511145.b1099,511145.b1183,1
511145.b0708,511145.b1204,1
511145.b3321,511145.b3486,1
511145.b0750,511145.b2574,1
511145.b0098,511145.b3318,1
511145.b1094,511145.b2836,1
511145.b2677,511145.b3451,1
511145.b3649,511145.b3987,1
511145.b1858,511145.b3750,1
511145.b3202,511145.b3987,1
511145.b3341,511145.b3987,1
511145.b0957,511145.b3234,1
511145.b1882,511145.b2231,1
511145.b3637,511145.b3988,1
511145.b0084,511145.b0094,1
511145.b0199,511145.b0697,1
511145.b0095,511145.b1049,1
511145.b0911,511145.b3703,1
511145.b1611,511145.b4014,1
511145.b3168,511145.b3319,1
511145.b0545,511145.b3319,1
511145.b0864,511145.b3270,1
511145.b2784,511145.b3321,1
511145.b2288,511145.b2484,1
511145.b2926,511145.b3919,1
511145.b3457,511145.b3458,1
511145.b1125,511145.b3201,1
511145.b0145,511145.b3067,1
511145.b0726,511145.b0728,1
511145.b3649,511145.b3988,1
511145.b0161,511145.b0957,1
511145.b1941,511145.b3732,1
511145.b3165,511145.b3988,1
511145.b1612,511145.b4154,1
511145.b3303,511145.b3486,1
511145.b3186,511145.b3988,1
511145.b0697,511145.b4262,1
511145.b0545,511145.b2567,1
511145.b3893,511145.b4122,1
511145.b0473,511145.b3363,1
511145.b3341,511145.b3590,1
511145.b1285,511145.b2127,1
511145.b2784,511145.b3983,1
511145.b2565,511145.b2616,1
511145.b2576,511145.b2830,1
511145.b3231,511145.b3988,1
511145.b3454,511145.b3455,1
511145.b2819,511145.b2822,1
511145.b0197,511145.b0856,1
511145.b2231,511145.b3019,1
511145.b0773,511145.b3341,1
511145.b2185,511145.b3988,1
511145.b0091,511145.b3176,1
511145.b0151,511145.b3750,1
511145.b0048,511145.b2827,1
511145.b3296,511145.b3486,1
511145.b0169,511145.b3590,1
511145.b2200,511145.b4261,1
511145.b3310,511145.b3987,1
511145.b1124,511145.b2200,1
511145.b0151,511145.b0696,1
511145.b0957,511145.b3705,1
511145.b0197,511145.b3451,1
511145.b0887,511145.b2678,1
511145.b0168,511145.b3319,1
511145.b0450,511145.b0451,1
511145.b1717,511145.b3590,1
511145.b0026,511145.b2114,1
511145.b2784,511145.b3317,1
511145.b2677,511145.b2679,1
511145.b2201,511145.b3750,1
511145.b1680,511145.b1684,1
511145.b2784,511145.b3311,1
511145.b0545,511145.b3341,1
511145.b0642,511145.b2114,1
511145.b3165,511145.b3590,1
511145.b0545,511145.b3309,1
511145.b2903,511145.b2905,1
511145.b1808,511145.b3295,1
511145.b0400,511145.b3725,1
511145.b4398,511145.b4399,1
511145.b3318,511145.b3988,1
511145.b1889,511145.b1945,1
511145.b1099,511145.b4170,1
511145.b0169,511145.b3287,1
511145.b0857,511145.b1858,1
511145.b0894,511145.b3838,1
511145.b0886,511145.b2677,1
511145.b0153,511145.b1124,1
511145.b3168,511145.b4203,1
511145.b0098,511145.b3294,1
511145.b3342,511145.b3486,1
511145.b0199,511145.b3452,1
511145.b0436,511145.b3287,1
511145.b1889,511145.b1939,1
511145.b0093,511145.b0098,1
511145.b3168,511145.b3703,1
511145.b0133,511145.b2476,1
511145.b3186,511145.b3590,1
511145.b2784,511145.b3302,1
511145.b0110,511145.b1107,1
511145.b2784,511145.b3312,1
511145.b1125,511145.b2677,1
511145.b3231,511145.b3987,1
511145.b3542,511145.b3543,1
511145.b2606,511145.b3988,1
511145.b0723,511145.b2286,1
511145.b2677,511145.b3452,1
511145.b3320,511145.b3988,1
511145.b0773,511145.b3301,1
511145.b3454,511145.b3457,1
511145.b0696,511145.b0864,1
511145.b3319,511145.b3988,1
511145.b3172,511145.b3960,1
511145.b1732,511145.b4172,1
511145.b3342,511145.b3987,1
511145.b2280,511145.b2284,1
511145.b3185,511145.b3987,1
511145.b1863,511145.b1913,1
511145.b1860,511145.b1884,1
511145.b3298,511145.b3987,1
511145.b3860,511145.b4136,1
511145.b2277,511145.b2284,1
511145.b3985,511145.b3988,1
511145.b0726,511145.b0729,1
511145.b2784,511145.b3165,1
511145.b1763,511145.b2699,1
511145.b0199,511145.b1124,1
511145.b0720,511145.b1676,1
511145.b0680,511145.b3985,1
511145.b0830,511145.b0832,1
511145.b1858,511145.b3452,1
511145.b0199,511145.b0887,1
511145.b2400,511145.b3985,1
511145.b2784,511145.b3636,1
511145.b2096,511145.b4143,1
511145.b2592,511145.b3168,1
511145.b2733,511145.b4058,1
511145.b0151,511145.b2201,1
511145.b0856,511145.b2200,1
511145.b1941,511145.b3386,1
511145.b3178,511145.b3705,1
511145.b0215,511145.b3701,1
511145.b0886,511145.b3201,1
511145.b0214,511145.b2011,1
511145.b0451,511145.b2553,1
511145.b0197,511145.b1125,1
511145.b0642,511145.b1876,1
511145.b0545,511145.b1719,1
511145.b2278,511145.b2288,1
511145.b0197,511145.b3749,1
511145.b0098,511145.b2185,1
511145.b2284,511145.b3152,1
511145.b1913,511145.b3813,1
511145.b0911,511145.b2474,1
511145.b1611,511145.b3893,1
511145.b0098,511145.b2114,1
511145.b1913,511145.b2733,1
511145.b2784,511145.b3065,1
511145.b3230,511145.b3590,1
511145.b0085,511145.b0090,1
511145.b3066,511145.b4052,1
511145.b1890,511145.b1939,1
511145.b0431,511145.b2286,1
511145.b3319,511145.b3987,1
511145.b0098,511145.b3988,1
511145.b3168,511145.b3311,1
511145.b3168,511145.b3304,1
511145.b3863,511145.b4059,1
511145.b3168,511145.b3985,1
511145.b0151,511145.b0887,1
511145.b1109,511145.b2288,1
511145.b0839,511145.b3705,1
511145.b2784,511145.b3297,1
511145.b0856,511145.b3451,1
511145.b3310,511145.b3590,1
511145.b1879,511145.b1925,1
511145.b2423,511145.b2751,1
511145.b0197,511145.b0857,1
511145.b1413,511145.b3296,1
511145.b3705,511145.b3732,1
511145.b0151,511145.b3749,1
511145.b3168,511145.b3318,1
511145.b2571,511145.b2573,1
511145.b2276,511145.b2285,1
511145.b0887,511145.b1125,1
511145.b3201,511145.b3451,1
511145.b2185,511145.b3169,1
511145.b0911,511145.b3705,1
511145.b0888,511145.b2195,1
511145.b0697,511145.b0864,1
511145.b3783,511145.b3987,1
511145.b0399,511145.b3724,1
511145.b2609,511145.b2784,1
511145.b0284,511145.b0285,1
511145.b2297,511145.b3115,1
511145.b0150,511145.b0178,1
511145.b2699,511145.b3863,1
511145.b1256,511145.b4154,1
511145.b1126,511145.b3201,1
511145.b1245,511145.b1329,1
511145.b0177,511145.b0178,1
511145.b1717,511145.b3988,1
511145.b0197,511145.b1124,1
511145.b3183,511145.b3650,1
511145.b1083,511145.b1925,1
511145.b3304,511145.b3590,1
511145.b0161,511145.b3347,1
511145.b0809,511145.b0811,1
511145.b0463,511145.b2074,1
511145.b0098,511145.b0383,1
511145.b0014,511145.b2231,1
511145.b2297,511145.b3730,1
511145.b2784,511145.b3303,1
511145.b1717,511145.b2784,1
511145.b0084,511145.b0634,1
511145.b0696,511145.b1126,1
511145.b3314,511145.b3988,1
511145.b3701,511145.b3702,1
511145.b2699,511145.b2819,1
511145.b3750,511145.b4261,1
511145.b0197,511145.b0886,1
511145.b3567,511145.b3568,1
511145.b3822,511145.b4059,1
511145.b0197,511145.b0199,1
511145.b0869,511145.b2284,1
511145.b1076,511145.b1882,1
511145.b1109,511145.b2280,1
511145.b2400,511145.b3305,1
511145.b0438,511145.b3178,1
511145.b3783,511145.b3988,1
511145.b2243,511145.b3526,1
511145.b2185,511145.b3590,1
511145.b2200,511145.b3750,1
511145.b1880,511145.b1941,1
511145.b1808,511145.b3987,1
511145.b2712,511145.b2730,1
511145.b3294,511145.b3590,1
511145.b1000,511145.b3359,1
511145.b3552,511145.b4146,1
511145.b1633,511145.b4170,1
511145.b1882,511145.b1945,1
511145.b0779,511145.b1114,1
511145.b1184,511145.b1652,1
511145.b0773,511145.b3231,1
511145.b0878,511145.b0879,1
511145.b0773,511145.b4203,1
511145.b0084,511145.b0149,1
511145.b0642,511145.b1637,1
511145.b2511,511145.b4203,1
511145.b0093,511145.b3705,1
511145.b3321,511145.b3988,1
511145.b1749,511145.b3701,1
511145.b0696,511145.b0857,1
511145.b2699,511145.b3822,1
511145.b3320,511145.b3590,1
511145.b3304,511145.b3988,1
511145.b0722,511145.b1525,1
511145.b2609,511145.b3988,1
511145.b0199,511145.b0856,1
511145.b3305,511145.b3590,1
511145.b0214,511145.b2892,1
511145.b0887,511145.b2201,1
511145.b1200,511145.b3426,1
511145.b0198,511145.b2201,1
511145.b2241,511145.b2243,1
511145.b2784,511145.b3310,1
511145.b0197,511145.b2677,1
511145.b0886,511145.b1124,1
511145.b4080,511145.b4082,1
511145.b1917,511145.b1918,1
511145.b2211,511145.b3201,1
511145.b2422,511145.b2752,1
511145.b0698,511145.b2201,1
511145.b0442,511145.b0913,1
511145.b0198,511145.b0864,1
511145.b3067,511145.b3987,1
511145.b0726,511145.b1207,1
511145.b0911,511145.b2592,1
511145.b3317,511145.b3590,1
511145.b2784,511145.b3230,1
511145.b1719,511145.b2567,1
511145.b1714,511145.b2114,1
511145.b0084,511145.b0093,1
511145.b1876,511145.b2400,1
511145.b3230,511145.b3988,1
511145.b3590,511145.b3983,1
511145.b0077,511145.b1676,1
511145.b2784,511145.b3294,1
511145.b0026,511145.b1876,1
511145.b0090,511145.b0094,1
511145.b0489,511145.b3178,1
511145.b2476,511145.b2557,1
511145.b3306,511145.b3486,1
511145.b0470,511145.b3701,1
511145.b0856,511145.b0887,1
511145.b2810,511145.b2812,1
511145.b0199,511145.b0857,1
511145.b1245,511145.b1246,1
511145.b0892,511145.b3066,1
511145.b0773,511145.b2609,1
511145.b0436,511145.b0911,1
511145.b1611,511145.b3892,1
511145.b2830,511145.b4179,1
511145.b0545,511145.b3320,1
511145.b1099,511145.b3822,1
511145.b0177,511145.b2512,1
511145.b1939,511145.b1945,1
511145.b1808,511145.b3649,1
511145.b0856,511145.b4262,1
511145.b0151,511145.b0153,1
511145.b0779,511145.b2894,1
511145.b0098,511145.b0436,1
511145.b2890,511145.b3236,1
511145.b0914,511145.b3451,1
511145.b0640,511145.b3701,1
511145.b0114,511145.b0116,1
511145.b1109,511145.b2282,1
511145.b1243,511145.b1245,1
511145.b3452,511145.b3453,1
511145.b0194,511145.b1941,1
511145.b1882,511145.b1888,1
511145.b0184,511145.b1183,1
511145.b2576,511145.b3929,1
511145.b0398,511145.b3822,1
511145.b0408,511145.b3705,1
511145.b2074,511145.b3035,1
511145.b0436,511145.b4146,1
511145.b1804,511145.b4179,1
511145.b3451,511145.b3453,1
511145.b1125,511145.b3451,1
511145.b0773,511145.b3309,1
511145.b0166,511145.b2937,1
511145.b0470,511145.b4170,1
511145.b0169,511145.b3486,1
511145.b0148,511145.b3296,1
511145.b3703,511145.b3988,1
511145.b2276,511145.b2484,1
511145.b2677,511145.b3201,1
511145.b0773,511145.b3186,1
511145.b0698,511145.b4262,1
511145.b3451,511145.b3749,1
511145.b0148,511145.b0911,1
511145.b0054,511145.b3201,1
511145.b0712,511145.b0713,1
511145.b2935,511145.b4006,1
511145.b3305,511145.b3988,1
511145.b0090,511145.b0634,1
511145.b4058,511145.b4170,1
511145.b3461,511145.b3988,1
511145.b0696,511145.b3749,1
511145.b2286,511145.b4187,1
511145.b3303,511145.b3987,1
511145.b3986,511145.b3987,1
511145.b1695,511145.b2286,1
511145.b1858,511145.b3749,1
511145.b3982,511145.b3987,1
511145.b2234,511145.b2948,1
511145.b0149,511145.b2813,1
511145.b1076,511145.b1078,1
511145.b2060,511145.b2061,1
511145.b1749,511145.b3417,1
511145.b2200,511145.b3749,1
511145.b3988,511145.b4203,1
511145.b3305,511145.b3987,1
511145.b2096,511145.b3725,1
511145.b0199,511145.b4262,1
511145.b0231,511145.b1183,1
511145.b2917,511145.b2918,1
511145.b0194,511145.b2400,1
511145.b2592,511145.b2614,1
511145.b0696,511145.b4035,1
511145.b2784,511145.b3985,1
511145.b1124,511145.b3451,1
511145.b0887,511145.b2677,1
511145.b0199,511145.b1125,1
511145.b1913,511145.b4058,1
511145.b0098,511145.b3705,1
511145.b0151,511145.b0198,1
511145.b2784,511145.b3186,1
511145.b2894,511145.b4058,1
511145.b0640,511145.b1184,1
511145.b0153,511145.b0857,1
511145.b1079,511145.b1083,1
511145.b1611,511145.b2976,1
511145.b0773,511145.b3320,1
511145.b0857,511145.b3451,1
511145.b0398,511145.b3863,1
511145.b0908,511145.b2599,1
511145.b0605,511145.b2926,1
511145.b0855,511145.b2211,1
511145.b1130,511145.b3026,1
511145.b0470,511145.b4259,1
511145.b3540,511145.b3544,1
511145.b3941,511145.b4019,1
511145.b1941,511145.b2573,1
511145.b0864,511145.b3749,1
511145.b2278,511145.b2284,1
511145.b0152,511145.b0153,1
511145.b1881,511145.b4355,1
511145.b4287,511145.b4288,1
511145.b2678,511145.b3750,1
511145.b1881,511145.b1886,1
511145.b0893,511145.b1876,1
511145.b0199,511145.b0864,1
511145.b1125,511145.b3750,1
511145.b2892,511145.b4059,1
511145.b1608,511145.b1609,1
511145.b0473,511145.b4207,1
511145.b0429,511145.b0979,1
511145.b0887,511145.b2200,1
511145.b2784,511145.b3298,1
511145.b3457,511145.b3460,1
511145.b1879,511145.b1939,1
511145.b0864,511145.b2211,1
511145.b0198,511145.b4261,1
511145.b3067,511145.b3357,1
511145.b1608,511145.b3026,1
511145.b3186,511145.b3987,1
511145.b0697,511145.b0914,1
511145.b0696,511145.b4261,1
511145.b0872,511145.b2286,1
511145.b0887,511145.b0914,1
511145.b1941,511145.b3735,1
511145.b1950,511145.b2942,1
511145.b0728,511145.b4154,1
511145.b2678,511145.b3452,1
511145.b2078,511145.b2079,1
511145.b3168,511145.b3636,1
511145.b3311,511145.b3988,1
511145.b0864,511145.b1858,1
511145.b1125,511145.b2201,1
511145.b3318,511145.b3987,1
511145.b0198,511145.b0886,1
511145.b0698,511145.b3450,1
511145.b0333,511145.b1276,1
511145.b0696,511145.b0914,1
511145.b0429,511145.b0734,1
511145.b2201,511145.b4262,1
511145.b2185,511145.b2511,1
511145.b0810,511145.b0864,1
511145.b2286,511145.b3705,1
511145.b1421,511145.b1881,1
511145.b0773,511145.b2567,1
511145.b0698,511145.b3451,1
511145.b1263,511145.b1812,1
511145.b0696,511145.b4262,1
511145.b2201,511145.b2678,1
511145.b2276,511145.b2284,1
511145.b2231,511145.b3740,1
511145.b2784,511145.b3637,1
511145.b2784,511145.b3314,1
511145.b0640,511145.b1099,1
511145.b1109,511145.b2277,1
511145.b3455,511145.b3456,1
511145.b0053,511145.b0177,1
511145.b4227,511145.b4485,1
511145.b2422,511145.b2751,1
511145.b2231,511145.b3973,1
511145.b0855,511145.b2200,1
511145.b3986,511145.b3988,1
511145.b0199,511145.b4261,1
511145.b2201,511145.b3451,1
511145.b0860,511145.b0864,1
511145.b0642,511145.b2411,1
511145.b2729,511145.b4004,1
511145.b1808,511145.b3701,1
511145.b3326,511145.b3328,1
511145.b3325,511145.b3326,1
511145.b0014,511145.b2592,1
511145.b1123,511145.b1124,1
511145.b2733,511145.b3863,1
511145.b3314,511145.b3486,1
511145.b0864,511145.b3201,1
511145.b0723,511145.b1611,1
511145.b0857,511145.b4261,1
511145.b0084,511145.b2813,1
511145.b2319,511145.b2926,1
511145.b0698,511145.b1126,1
511145.b0856,511145.b0886,1
511145.b2609,511145.b3168,1
511145.b1884,511145.b2573,1
511145.b2893,511145.b4136,1
511145.b0150,511145.b3006,1
511145.b3486,511145.b4202,1
511145.b2201,511145.b3749,1
511145.b0198,511145.b0887,1
511145.b2685,511145.b2686,1
511145.b0680,511145.b2114,1
511145.b3426,511145.b3608,1
511145.b3813,511145.b4170,1
511145.b0722,511145.b2661,1
511145.b0086,511145.b0091,1
511145.b1221,511145.b1222,1
511145.b0197,511145.b3452,1
511145.b1189,511145.b3734,1
511145.b2721,511145.b2727,1
511145.b0763,511145.b2424,1
511145.b0827,511145.b3857,1
511145.b2011,511145.b2892,1
511145.b0914,511145.b2200,1
511145.b0115,511145.b0116,1
511145.b0857,511145.b2678,1
511145.b2819,511145.b3701,1
511145.b0886,511145.b2201,1
511145.b0698,511145.b3749,1
511145.b0856,511145.b3452,1
511145.b0911,511145.b3988,1
511145.b2784,511145.b3315,1
511145.b0855,511145.b0886,1
511145.b0864,511145.b3451,1
511145.b1109,511145.b2285,1
511145.b3168,511145.b3301,1
511145.b0095,511145.b2096,1
511145.b1109,511145.b2276,1
511145.b3705,511145.b3751,1
511145.b2576,511145.b3590,1
511145.b0723,511145.b0728,1
511145.b2200,511145.b4035,1
511145.b0231,511145.b3385,1
511145.b0026,511145.b0642,1
511145.b0151,511145.b2200,1
511145.b0856,511145.b2201,1
511145.b0215,511145.b1099,1
511145.b0441,511145.b3300,1
511145.b0856,511145.b2677,1
511145.b0098,511145.b0408,1
511145.b1124,511145.b3452,1
511145.b3405,511145.b3911,1
511145.b1126,511145.b2200,1
511145.b1938,511145.b1939,1
511145.b0115,511145.b0726,1
511145.b0151,511145.b0857,1
511145.b3781,511145.b3942,1
511145.b2678,511145.b4261,1
511145.b2609,511145.b3987,1
511145.b0640,511145.b4170,1
511145.b0116,511145.b2905,1
511145.b0697,511145.b3749,1
511145.b3750,511145.b3751,1
511145.b0014,511145.b0436,1
511145.b2211,511145.b4261,1
511145.b3201,511145.b4035,1
511145.b3454,511145.b3456,1
511145.b1656,511145.b2414,1
511145.b0151,511145.b1858,1
511145.b3451,511145.b4261,1
511145.b1109,511145.b2281,1
511145.b3452,511145.b4261,1
511145.b3357,511145.b3934,1
511145.b1080,511145.b1924,1
511145.b2180,511145.b2330,1
